slide,field,dx,dy,rotation_deg,scale_x,scale_y,shear_deg,score,camera,spectral
19,1,-25.127130688449526,1.8933048978911602,-2.605255328667988,1.0337713044648227,0.9845715677931446,1.7410103954273435,3264042496.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-1_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-1_spectral-blue.nd2
19,2,-28.446476634719183,0.564964471482595,-2.599659192317047,1.0317247925817625,0.9794523399958986,0.2733646556235181,5420845568.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-2_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-2_spectral-blue.nd2
19,3,-23.58290262501771,-1.3283120717160863,-2.6881918020768247,1.012380240234344,0.996191589536329,-1.54938227743747,4110828544.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-3_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-3_spectral-blue.nd2
19,4,-25.65379111706402,2.5938058315159345,-2.399216206308444,1.0256389758691518,0.9837026133018694,-0.5059186079030654,4263030528.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-4_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-4_spectral-blue.nd2
19,5,-23.528915678549815,-0.12698209496601912,-1.1664044019338315,1.0286709984995808,1.0263551652775558,-0.6767781104419731,5456066560.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-5_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-5_spectral-blue.nd2
19,6,-23.776518585434467,0.7854454208749038,-2.9996222768202516,1.016010873755111,1.0017284104098714,0.0829484797463408,5239754240.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-19_field-6_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-19_field-6_spectral-blue.nd2
21,14,-24.341336912012224,0.9319208324530767,-2.52937126774485,1.0238940624959734,0.9809037283714409,-1.466973129855094,3134670080.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-21_field-14_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-21_field-14_spectral-blue.nd2
9,6,-29.086249472515824,-13.595026665811332,-2.5010586040535903,1.0285731629452683,1.032117936241594,-0.262236530099954,2934162432.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-9_field-6_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-9_field-6_spectral-blue.nd2
9,9,-37.97985921901555,2.508955372047512,-2.026470619209946,1.1557536814591367,1.0146789052925291,3.8303197534567244,4140709376.0,../../data/Dataset_300Fovs/RAW/EYrainbow_slide-9_field-9_camera-DAPI.nd2,../../data/Dataset_300Fovs/unmixed/unmixed_EYrainbow_slide-9_field-9_spectral-blue.nd2
